symbol,company,actual,predicted,minimum,maximum,min,max,suggest
BMY,Bristol-Myers Squibb Company Common Stock,0.4534564293173435,0.2209171340753356,0.348009990820931,0.4534564293173435,0.1054464384964125,0.0,sell
EQNR,Equinor ASA,0.0192429774510662,0.1098977639142297,0.0153652215892965,0.0223367791924509,0.003877755861769699,0.0030938017413847003,sell
AVGO,Broadcom Inc. Common Stock,0.0903382634630267,0.1301453972276073,0.077101602047099,0.0992335757787636,0.013236661415927706,0.008895312315736897,sell
DHR,Danaher Corporation Common Stock,0.2160643125147863,0.1714110023268317,0.1844707128888197,0.2359506084732391,0.03159359962596661,0.019886295958452788,sell
COP,ConocoPhillips Common Stock,0.2864676719109349,0.1172829987234626,0.2141139363575761,0.309665120766901,0.0723537355533588,0.023197448855966085,sell
MS,Morgan Stanley Common Stock,0.3854421232346125,0.2272918421026667,0.311997237644059,0.4092182728625363,0.07344488559055351,0.023776149627923793,sell
ASML,ASML Holding N.V. New York Registry Shares,0.2270668953597781,0.1559113380054597,0.1808861927212421,0.2524360149893989,0.04618070263853599,0.025369119629620795,sell
TSLA,Tesla Inc. Common Stock,0.2982094372698387,0.1523552265111246,0.2258816793707322,0.3239127090407995,0.07232775789910648,0.025703271770960823,sell
SCHW,Charles Schwab Corporation (The) Common Stock,0.2501031786931951,0.2750858089477742,0.2134573633804346,0.2910751691403777,0.03664581531276048,0.04097199044718258,sell
LOW,Lowe's Companies Inc. Common Stock,0.4247379988587274,0.1677797996363138,0.2696091459303656,0.4700921882191369,0.15512885292836176,0.045354189360409525,sell
