symbol,company,actual,predicted,minimum,maximum,min,max,suggest
GOOGL,Alphabet Inc. Class A Common Stock,0.678138452038188,0.2820096656923769,0.3948906219500071,0.7124188569597719,0.2832478300881809,0.03428040492158391,sell
INTU,Intuit Inc. Common Stock,0.6680397003512434,0.9654121436089826,0.6552297154268195,0.868672621441702,0.012809984924423867,0.2006329210904586,buy
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,0.5883642149796559,0.3414010855834286,0.3811787862930884,0.7302819394666863,0.20718542868656747,0.14191772448703044,
MA,Mastercard Incorporated Common Stock,0.5246734518844598,0.8939112854270184,0.5246734518844598,0.7184027405755736,0.0,0.19372928869111383,buy
ACN,Accenture plc Class A Ordinary Shares (Ireland),0.5238825789179469,0.6226166491593094,0.4928594404910892,0.6068601764773633,0.031023138426857666,0.08297759755941647,buy
AVGO,Broadcom Inc. Common Stock,0.4953336445977983,0.2208898204954896,0.3270608943791459,0.5450377180255344,0.1682727502186524,0.049704073427736084,sell
TMUS,T-Mobile US Inc. Common Stock,0.484905225461646,0.3274118337171999,0.3822854228148207,0.5547882749085645,0.1026198026468253,0.06988304944691853,sell
LOW,Lowe's Companies Inc. Common Stock,0.4841005792752406,0.6656455620734638,0.4259445787820686,0.6177907024136972,0.05815600049317199,0.13369012313845657,buy
ASML,ASML Holding N.V. New York Registry Shares,0.4806640102554301,0.9461478606646392,0.4806640102554301,0.7044053445022591,0.0,0.22374133424682902,buy
BMY,Bristol-Myers Squibb Company Common Stock,0.4534564293173435,0.2209171340753474,0.3480099908209364,0.4534564293173435,0.10544643849640706,0.0,sell
MS,Morgan Stanley Common Stock,0.4299152045115788,-0.0956440294985573,0.2039692989391624,0.4299152045115788,0.22594590557241637,0.0,sell
GOOG,Alphabet Inc. Class C Capital Stock,0.4102812804093986,0.3751223949253938,0.328336998133405,0.4643832475729509,0.0819442822759936,0.05410196716355231,sell
AAPL,Apple Inc. Common Stock,0.4055653730225156,0.4368192325477806,0.301813043918462,0.467174284577585,0.10375232910405363,0.06160891155506937,sell
DHR,Danaher Corporation Common Stock,0.3864055406897244,0.2578741257076566,0.3128186278842532,0.4314133076611202,0.0735869128054712,0.0450077669713958,sell
ABBV,AbbVie Inc. Common Stock,0.3566378292942266,0.2797210072085166,0.2978098707949152,0.3885534424798602,0.058827958499311384,0.03191561318563357,sell
LIN,Linde plc Ordinary Shares,0.3498964284830935,0.6939529829761099,0.3498964284830935,0.4702805880963987,0.0,0.12038415961330523,buy
UNH,UnitedHealth Group Incorporated Common Stock (DE),0.3387502755707914,0.4851421834946959,0.3357457673858205,0.3894420366550764,0.003004508184970889,0.05069176108428497,buy
AMZN,Amazon.com Inc. Common Stock,0.3178830643393545,0.538926305973725,0.2484548766423999,0.4727665348260497,0.06942818769695458,0.1548834704866952,
TSLA,Tesla Inc. Common Stock,0.2982094372698387,0.1523552265111218,0.2258816793707315,0.3239127090407985,0.07232775789910717,0.025703271770959824,sell
COP,ConocoPhillips Common Stock,0.2864676719109349,0.1172829987234625,0.214113936357576,0.309665120766901,0.07235373555335892,0.023197448855966085,sell
JPM,JP Morgan Chase & Co. Common Stock,0.2807645397019364,0.5763469841342495,0.2664276942652894,0.3795586716778155,0.014336845436646983,0.09879413197587911,buy
INTC,Intel Corporation Common Stock,0.2771939903563908,0.1907469274357442,0.2429836281626158,0.2990448808534168,0.03421036219377502,0.021850890497025988,buy
PG,Procter & Gamble Company (The) Common Stock,0.276962236470957,0.3343734834532246,0.2708861904155151,0.3048590501100827,0.0060760460554419304,0.02789681363912566,buy
TMO,Thermo Fisher Scientific Inc Common Stock,0.2710625591325739,0.2259548649464804,0.2170758046834486,0.3044768145215482,0.05398675444912529,0.0334142553889743,sell
CRM,Salesforce Inc. Common Stock,0.2642496032937375,0.1403348993401227,0.2003017539968121,0.3131268164246606,0.06394784929692537,0.048877213130923136,
QCOM,QUALCOMM Incorporated Common Stock,0.2610361478215692,0.4252748184996412,0.2500083052136958,0.3092983849912097,0.011027842607873373,0.04826223716964051,buy
RY,Royal Bank Of Canada Common Stock,0.2541661422933589,0.5737784223289654,0.2541661422933589,0.3354007625395937,0.0,0.08123462024623485,buy
ADBE,Adobe Inc. Common Stock,0.2388958810807738,0.3913347495409562,0.2257238671117317,0.2893117164509311,0.013172013969042107,0.050415835370157314,buy
SPGI,S&P Global Inc. Common Stock,0.2341023528425565,0.2303972805701369,0.2036418605158355,0.2609391899481105,0.030460492326721017,0.026836837105553984,buy
AZN,AstraZeneca PLC American Depositary Shares,0.2312683439545956,0.3902533440192097,0.2279221502432505,0.2813298097350795,0.003346193711345119,0.05006146578048387,buy
SONY,Sony Group Corporation American Depositary Shares ,0.2289260834182796,0.3802657067801173,0.2218630005356136,0.2754884335533281,0.007063082882665994,0.046562350135048475,buy
PM,Philip Morris International Inc Common Stock,0.2270715877057603,0.1216444776562807,0.1978882310636881,0.230570864569341,0.029183356642072195,0.0034992768635807026,buy
TXN,Texas Instruments Incorporated Common Stock,0.22530682848679,0.3129941682803704,0.2228568791192771,0.251436552496503,0.002449949367512916,0.026129724009712973,buy
NVS,Novartis AG Common Stock,0.2207595573145473,0.2032180553100744,0.2168678990736656,0.2225714941250413,0.0038916582408816958,0.0018119368104939915,buy
TTE,TotalEnergies SE,0.2200980524195487,0.2129712931415597,0.2168751398685198,0.2243196100809826,0.0032229125510288836,0.004221557661433922,buy
CMCSA,Comcast Corporation Class A Common Stock,0.2160492766379447,0.3573375626638463,0.1990585254468335,0.2680226954853353,0.01699075119111121,0.051973418847390596,buy
JNJ,Johnson & Johnson Common Stock,0.2157271588098865,0.2510021969671528,0.2050939860945206,0.2241661678627341,0.010633172715365902,0.008439009052847612,buy
CAT,Caterpillar Inc. Common Stock,0.1940511272048897,0.2638815351684723,0.178756980743911,0.2230019948705851,0.015294146460978708,0.028950867665695407,buy
PEP,PepsiCo Inc. Common Stock,0.1928159979716621,0.3259071943833319,0.1928159979716621,0.2184781098290207,0.0,0.025662111857358588,buy
CSCO,Cisco Systems Inc. Common Stock (DE),0.1906470277356582,0.4011108926439294,0.1699928128795061,0.2459659693128475,0.020654214856152098,0.05531894157718931,buy
NKE,Nike Inc. Common Stock,0.1830170809928596,0.425449206505772,0.1830170809928596,0.2273863009431274,0.0,0.044369219950267796,buy
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,0.181227120618176,0.3641909613094128,0.1719604802501443,0.2228278471401597,0.009266640368031709,0.04160072652198371,buy
MDT,Medtronic plc. Ordinary Shares,0.1743888248772139,0.1602225466193205,0.1519012491263114,0.1878411053871605,0.022487575750902516,0.013452280509946596,buy
SAP,SAP  SE ADS,0.1670138397974201,0.4304846919808476,0.1609339985413053,0.2333946827300242,0.0060798412561147985,0.0663808429326041,buy
V,Visa Inc.,0.1643156624133291,0.0850562429955721,0.1456564064332076,0.1711064757533842,0.018659255980121497,0.006790813340055102,buy
CVX,Chevron Corporation Common Stock,0.1600406301947206,0.1334404417633058,0.1422296261782127,0.1730734213660929,0.017811004016507898,0.013032791171372321,buy
UPS,United Parcel Service Inc. Common Stock,0.1527120126521801,0.272382514458733,0.1491600805586509,0.1716063430801269,0.003551932093529192,0.018894330427946804,buy
AMGN,Amgen Inc. Common Stock,0.1515436977404496,0.241579434614832,0.1515436977404496,0.1651880462351797,0.0,0.01364434849473009,buy
MSFT,Microsoft Corporation Common Stock,0.1489431635186485,0.1540629621589054,0.1398964830871245,0.158691809002492,0.009046680431524012,0.009748645483843493,buy
RTX,Raytheon Technologies Corporation Common Stock,0.144730496470931,0.1244515136330987,0.1304991707966052,0.1591268777521113,0.014231325674325807,0.014396381281180287,buy
COST,Costco Wholesale Corporation Common Stock,0.1407986846798558,0.1837688388165308,0.1355808244924541,0.1523974629012133,0.005217860187401696,0.01159877822135752,buy
HON,Honeywell International Inc. Common Stock,0.1379139308704573,0.5275477700775496,0.1379139308704573,0.1916498652356551,0.0,0.0537359343651978,buy
NVO,Novo Nordisk A/S Common Stock,0.1366055113392427,0.2281889431756797,0.1366055113392427,0.1491163128754619,0.0,0.012510801536219196,buy
MCD,McDonald's Corporation Common Stock,0.1347715508772133,0.8252260255565099,0.1347715508772133,0.2278251712398537,0.0,0.09305362036264042,buy
WFC,Wells Fargo & Company Common Stock,0.1329827487726569,0.2743080598996865,0.1018550235088027,0.1640896680879852,0.031127725263854197,0.031106919315328302,
DIS,Walt Disney Company (The) Common Stock,0.1178825725539885,0.1408427275670388,0.1140882797459064,0.1274921868536565,0.003794292808082092,0.009609614299667987,buy
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),0.1144393975362084,0.1697791109460219,0.1099520420195314,0.1215362338677684,0.004487355516676991,0.007096836331560011,buy
VZ,Verizon Communications Inc. Common Stock,0.1045606709716133,0.1063490143654827,0.1006867855907839,0.1085089643204128,0.0038738853808294033,0.003948293348799509,buy
NVDA,NVIDIA Corporation Common Stock,0.0976829362565687,0.5012390504845496,0.0976829362565687,0.1371034824386492,0.0,0.039420546182080504,buy
MRK,Merck & Company Inc. Common Stock (new),0.088886006574318,0.1030767428953239,0.0852907561666333,0.0937551306142359,0.0035952504076846997,0.004869124039917905,buy
NEE,NextEra Energy Inc. Common Stock,0.0828622118321269,0.1069222450207989,0.0804398165726606,0.0889114473005381,0.0024223952594663034,0.006049235468411199,buy
IBM,International Business Machines Corporation Common Stock,0.0822058181284143,0.5134881671995175,0.0793323556342313,0.1267189355867111,0.0028734624941830073,0.044513117458296794,buy
AMAT,Applied Materials Inc. Common Stock,0.0794592675601867,0.3748707425907334,0.0794592675601867,0.1029324469949884,0.0,0.02347317943480169,buy
TM,Toyota Motor Corporation Common Stock,0.0789276553200145,0.1199573487216511,0.078397913357478,0.082687772436413,0.0005297419625364952,0.0037601171163984953,buy
BAC,Bank of America Corporation Common Stock,0.0729269749536201,0.1415156553162063,0.0729269749536201,0.0779289399285243,0.0,0.005001964974904197,buy
PFE,Pfizer Inc. Common Stock,0.0691328679349059,0.1819085405405615,0.0685379765492633,0.077114818854454,0.0005948913856426014,0.007981950919548092,buy
ABT,Abbott Laboratories Common Stock,0.0670163481933009,0.1267686389925387,0.0660610712091684,0.0735542331186008,0.0009552769841325026,0.0065378849252999,buy
AXP,American Express Company Common Stock,0.0655161769855242,0.2964683653706546,0.0548259930669611,0.0845204746901581,0.0106901839185631,0.019004297704633896,
WMT,Walmart Inc. Common Stock,0.0503869927703542,0.2063936630005594,0.0490539062715152,0.0586704028831341,0.001333086498839002,0.008283410112779895,buy
SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,0.0197967897308066,0.3213149756757367,0.0191257762790558,0.0271757672891124,0.0006710134517508015,0.007378977558305799,buy
LMT,Lockheed Martin Corporation Common Stock,0.0053985006613022,0.630742414984302,0.0053413721646712,0.0091230891370301,5.712849663100025e-05,0.0037245884757279,buy
XOM,Exxon Mobil Corporation Common Stock,-0.0845755001676657,0.1265356429530312,-0.1024303306880663,-0.0845755001676657,0.0178548305204006,0.0,
