symbol,company,actual,predicted,minimum,maximum,min,max,suggest
TSLA,Tesla Inc. Common Stock,23.278635494625256,14.4195791184622,-182.94810871241012,23.278635494625256,206.22674420703538,0.0,sell
CVX,Chevron Corporation Common Stock,1.4593292834078195,0.8186956255296475,0.524433826529536,1.4593292834078195,0.9348954568782836,0.0,sell
UNH,UnitedHealth Group Incorporated Common Stock (DE),1.3936725410101372,1.0346159438497369,0.8932652208791486,1.3936725410101372,0.5004073201309885,0.0,sell
EQNR,Equinor ASA,1.359709327276313,0.5784103413138302,0.2973698086715998,1.359709327276313,1.062339518604713,0.0,sell
GS,Goldman Sachs Group Inc. (The) Common Stock,1.2383719576652716,1.026902810278412,0.9764944956300006,1.2383719576652716,0.26187746203527107,0.0,sell
GOOG,Alphabet Inc. Class C Capital Stock,1.1258078267380378,0.8908744236946552,0.8613179628295949,1.1258078267380378,0.26448986390844287,0.0,sell
UPS,United Parcel Service Inc. Common Stock,1.08243484076385,0.5624765418137758,0.5196138622359839,1.08243484076385,0.5628209785278661,0.0,sell
TD,Toronto Dominion Bank (The) Common Stock,0.7521147115630546,0.5864042326273361,0.627481422495341,0.7521147115630546,0.12463328906771365,0.0,sell
RTX,Raytheon Technologies Corporation Common Stock,0.6163341379741865,0.3968504600710203,0.4810588545543345,0.6163341379741865,0.13527528341985195,0.0,sell
BMY,Bristol-Myers Squibb Company Common Stock,0.4534564293173435,0.2209171340753356,0.348009990820931,0.4534564293173435,0.1054464384964125,0.0,sell
XOM,Exxon Mobil Corporation Common Stock,0.4014670679760099,-0.101434064278016,0.1995688249281705,0.4014670679760099,0.2018982430478394,0.0,sell
WMT,Walmart Inc. Common Stock,0.2448826284295414,0.0853468094665011,0.1835627609091379,0.2670089490744183,0.0613198675204035,0.022126320644876907,sell
PM,Philip Morris International Inc Common Stock,0.2706564583749529,0.2820440397047524,0.1685158447744442,0.3060310756585446,0.10214061360050869,0.0353746172835917,sell
AVGO,Broadcom Inc. Common Stock,0.4953336445977983,0.2208898204954875,0.3270608943791452,0.5450377180255309,0.16827275021865307,0.04970407342773264,sell
DE,Deere & Company Common Stock,1.5844996038008872,1.3874676326006423,1.2584280662409388,1.6392048376289516,0.32607153755994833,0.05470523382806447,sell
