symbol,company,actual,predicted,minimum,maximum,min,max,suggest
AMD,Advanced Micro Devices Inc. Common Stock,1.5136876578357092,3.6123910608884153,1.5136876578357092,4.690469096494393,0.0,3.1767814386586837,buy
INTU,Intuit Inc. Common Stock,1.1470550299642637,1.9248325964836144,1.1470550299642637,2.039208699833649,0.0,0.8921536698693855,buy
ABBV,AbbVie Inc. Common Stock,0.8922001473203227,1.2270520146789194,0.8922001473203227,1.1909550327081482,0.0,0.29875488538782546,buy
AAPL,Apple Inc. Common Stock,0.9291192564014168,2.175680456211849,0.9291192564014168,2.0873232714281444,0.0,1.1582040150267277,buy
HON,Honeywell International Inc. Common Stock,0.5784596762879002,0.9607520020088924,0.5784596762879002,0.7996003712718137,0.0,0.22114069498391353,buy
BAC,Bank of America Corporation Common Stock,0.5722156933775533,1.0902496866589784,0.5722156933775533,0.8686428740362268,0.0,0.29642718065867346,buy
JPM,JP Morgan Chase & Co. Common Stock,0.7002467995477045,1.0508155357316282,0.7002467995477045,0.9457314350819808,0.0,0.24548463553427624,buy
CRM,Salesforce Inc. Common Stock,0.7337831239991277,1.6195035543647052,0.7337831239991277,1.383709828382633,0.0,0.6499267043835053,buy
NKE,Nike Inc. Common Stock,0.392469368606352,0.5161468922127312,0.392469368606352,0.4410090082069448,0.0,0.048539639600592766,buy
AMZN,Amazon.com Inc. Common Stock,0.3612575931388883,1.2633239247180743,0.3612575931388883,0.6871359049368114,0.0,0.32587831179792315,buy
CSCO,Cisco Systems Inc. Common Stock (DE),0.3128147392742267,0.6199913013603972,0.3128147392742267,0.4089040954543654,0.0,0.0960893561801387,buy
SAP,SAP  SE ADS,0.2649403869393215,1.0518258849039557,0.2649403869393215,0.4734181352470124,0.0,0.2084777483076909,buy
TTE,TotalEnergies SE,0.4341090131424445,0.8524414571803192,0.4341090131424445,0.6157108975891932,0.0,0.18160188444674868,buy
PG,Procter & Gamble Company (The) Common Stock,0.3981473444592696,0.7376277489411097,0.3981473444592696,0.5333105659996729,0.0,0.13516322154040328,buy
ASML,ASML Holding N.V. New York Registry Shares,0.4806640102554301,0.9461478606646392,0.4806640102554301,0.7044053445022591,0.0,0.22374133424682902,buy
MA,Mastercard Incorporated Common Stock,0.5246734518844598,0.8939112854270184,0.5246734518844598,0.7184027405755736,0.0,0.19372928869111383,buy
JNJ,Johnson & Johnson Common Stock,0.2610221970657606,0.5537921963083794,0.2610221970657606,0.33744166550301,0.0,0.07641946843724945,buy
NVDA,NVIDIA Corporation Common Stock,0.0976829362565687,0.5012390504845496,0.0976829362565687,0.1371034824386492,0.0,0.039420546182080504,buy
PEP,PepsiCo Inc. Common Stock,0.1928159979716621,0.3259071943833319,0.1928159979716621,0.2184781098290207,0.0,0.025662111857358588,buy
IBM,International Business Machines Corporation Common Stock,0.1172489912003428,1.8504963570954347,0.1172489912003428,0.320470496352194,0.0,0.2032215051518512,buy
NVO,Novo Nordisk A/S Common Stock,0.1366055113392427,0.2281889431756797,0.1366055113392427,0.1491163128754619,0.0,0.012510801536219196,buy
NEE,NextEra Energy Inc. Common Stock,0.1637851302531217,620.2106174807361,0.1637851302531217,101.71823632981253,0.0,101.55445119955941,buy
AMGN,Amgen Inc. Common Stock,0.1515436977404496,0.241579434614832,0.1515436977404496,0.1651880462351797,0.0,0.01364434849473009,buy
ABT,Abbott Laboratories Common Stock,0.2566627758107681,1.0892356479435872,0.2566627758107681,0.4703532402371211,0.0,0.21369046442635303,buy
LMT,Lockheed Martin Corporation Common Stock,0.0053985006613022,0.630742414984302,0.0053413721646712,0.0091230891370301,5.712849663100025e-05,0.0037245884757279,buy
TM,Toyota Motor Corporation Common Stock,0.0789276553200145,0.1199573487216511,0.078397913357478,0.082687772436413,0.0005297419625364952,0.0037601171163984953,buy
SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,0.0197967897308066,0.3213149756757367,0.0191257762790558,0.0271757672891124,0.0006710134517508015,0.007378977558305799,buy
UNH,UnitedHealth Group Incorporated Common Stock (DE),0.3387502755707914,0.4851421834946959,0.3357457673858205,0.3894420366550764,0.003004508184970889,0.05069176108428497,buy
AZN,AstraZeneca PLC American Depositary Shares,0.2312683439545956,0.3902533440192097,0.2279221502432505,0.2813298097350795,0.003346193711345119,0.05006146578048387,buy
MRK,Merck & Company Inc. Common Stock (new),0.088886006574318,0.1030767428953239,0.0852907561666333,0.0937551306142359,0.0035952504076846997,0.004869124039917905,buy
