symbol,company,actual,predicted,minimum,maximum,min,max,suggest
MS,Morgan Stanley Common Stock,0.3854421232346125,0.2272918421026667,0.311997237644059,0.4092182728625363,0.07344488559055351,0.023776149627923793,sell
LOW,Lowe's Companies Inc. Common Stock,0.3037541337367969,0.1991447439654521,0.2286509234280686,0.3400649467543505,0.0751032103087283,0.03631081301755362,sell
TSLA,Tesla Inc. Common Stock,0.2982094372698387,0.1523552265111246,0.2258816793707322,0.3239127090407995,0.07232775789910648,0.025703271770960823,sell
COP,ConocoPhillips Common Stock,0.2864676719109349,0.1172829987234626,0.2141139363575761,0.309665120766901,0.0723537355533588,0.023197448855966085,sell
INTC,Intel Corporation Common Stock,0.2771939903563908,0.1907469274357449,0.242983628162616,0.299044880853417,0.034210362193774796,0.02185089049702621,buy
QCOM,QUALCOMM Incorporated Common Stock,0.2610361478215692,0.4252748184996421,0.250008305213696,0.30929838499121,0.011027842607873206,0.04826223716964079,buy
SCHW,Charles Schwab Corporation (The) Common Stock,0.2501031786931951,0.2750858089477742,0.2134573633804346,0.2910751691403777,0.03664581531276048,0.04097199044718258,sell
CVS,CVS Health Corporation Common Stock,0.213717670953856,0.1039466160745468,0.1877928963498477,0.2235319223971372,0.0259247746040083,0.009814251443281213,buy
GS,Goldman Sachs Group Inc. (The) Common Stock,0.2129266019202241,0.1715174899923197,0.1886202867301008,0.2378680431057102,0.0243063151901233,0.02494144118548608,buy
ABBV,AbbVie Inc. Common Stock,0.2084237795980949,0.1464422399665327,0.1870598717360886,0.221404828236616,0.021363907862006315,0.012981048638521092,buy
TMO,Thermo Fisher Scientific Inc Common Stock,0.1928052789780835,0.1571283839463111,0.1744033460493584,0.2041717140577439,0.018401932928725107,0.011366435079660397,buy
MDT,Medtronic plc. Ordinary Shares,0.1743888248772139,0.1602225466193178,0.1519012491263112,0.1878411053871599,0.02248757575090271,0.013452280509945985,buy
BLK,BlackRock Inc. Common Stock,0.1722853793661068,0.167320124550217,0.1684810836281448,0.1994440603758938,0.00380429573796201,0.027158681009786995,buy
PM,Philip Morris International Inc Common Stock,0.1571163253774321,0.1913143727693901,0.1536705228425597,0.1652495025456359,0.003445802534872394,0.008133177168203803,buy
SPGI,S&P Global Inc. Common Stock,0.1532522164828798,0.1304969219665702,0.1340752974113302,0.163124395364679,0.019176919071549586,0.009872178881799198,buy
MSFT,Microsoft Corporation Common Stock,0.1489431635186485,0.1540629621588993,0.1398964830871248,0.1586918090024901,0.009046680431523707,0.009748645483841606,buy
INTU,Intuit Inc. Common Stock,0.1475505014521607,0.2374037159531272,0.1405711956228973,0.1685149936631169,0.006979305829263399,0.020964492210956198,buy
SAP,SAP  SE ADS,0.1466515671001995,0.1474022671215452,0.1265297614863315,0.1881664707943104,0.020121805613868005,0.0415149036941109,
GOOGL,Alphabet Inc. Class A Common Stock,0.1459617242730181,0.1636772261097346,0.1381696694412523,0.1560571022502556,0.007792054831765788,0.010095377977237502,buy
CAT,Caterpillar Inc. Common Stock,0.1458773480588229,0.155993612916662,0.1388949008299004,0.1562282156575455,0.0069824472289225226,0.010350867598722585,buy
RTX,Raytheon Technologies Corporation Common Stock,0.144730496470931,0.1244515136331051,0.1304991707966054,0.1591268777521134,0.014231325674325612,0.014396381281182397,buy
LIN,Linde plc Ordinary Share,0.1380405462277925,0.128423352306986,0.127480114247384,0.1457494087769875,0.010560431980408486,0.007708862549195006,buy
PG,Procter & Gamble Company (The) Common Stock,0.1367170811749998,0.1009353253227202,0.1284419570725768,0.1433841891390844,0.00827512410242301,0.006667107964084595,buy
DHR,Danaher Corporation Common Stock,0.1331908543165407,0.1174737125401508,0.1239976260033042,0.1385200439473097,0.009193228313236504,0.0053291896307690045,buy
